antecedents,consequents,support,confidence,lift,leverage,conviction
O3_LOW,"NO2_HIGH, TEMP_LOW",0.16248537631613155,0.5925574780753733,2.6822857774838758,0.10190817097876764,1.9121344494934955
TEMP_LOW,"NO2_HIGH, O3_LOW",0.16248537631613155,0.5270925574530888,2.6580944244422238,0.10135685701974591,1.6952637548398621
NO2_HIGH,"O3_LOW, TEMP_LOW",0.16248537631613155,0.49261083743842365,2.493194192377495,0.09731380772636741,1.5814641730787922
RAIN_LOW,TEMP_MID,0.16099051085402313,0.2603258013662638,0.8503976177964618,-0.02832153269471055,0.9380853790791679
TEMP_MID,RAIN_LOW,0.16099051085402313,0.5259023354564756,0.8503976177964617,-0.02832153269471055,0.8048566493323706
PM10_LOW,NO2_LOW,0.15787079162875342,0.580128970623358,1.755332220651128,0.06793294979378023,1.5945485583203087
NO2_LOW,PM10_LOW,0.15787079162875342,0.4776794493608653,1.7553322206511282,0.06793294979378023,1.3935302581050841
RAIN_LOW,O3_LOW,0.15696087352138308,0.2538097740409879,0.9256025559124532,-0.012616092876091972,0.9726603936631619
O3_LOW,RAIN_LOW,0.15696087352138308,0.5724105238208106,0.9256025559124531,-0.012616092876091972,0.8923995537740849
RAIN_LOW,WIND_LOW,0.15566099051085402,0.2517078297425118,1.1235209365878407,0.017113514053850837,1.0369815347236726
WIND_LOW,RAIN_LOW,0.15566099051085402,0.6948070786190891,1.1235209365878407,0.017113514053850837,1.2502932768370238
RAIN_LOW,WIND_MID,0.15137137657610816,0.24477141355754073,1.1018294233459105,0.01398951567386364,1.0299530598605713
WIND_MID,RAIN_LOW,0.15137137657610816,0.6813926272674078,1.1018294233459103,0.01398951567386364,1.197651687932108
O3_LOW,HUMIDITY_HIGH,0.15039646431821135,0.5484712017065655,1.9809337815627268,0.07447445939406594,1.6015034289958523
HUMIDITY_HIGH,O3_LOW,0.15039646431821135,0.5431924882629108,1.980933781562727,0.07447445939406594,1.5888304379430107
"RAIN_LOW, TEMP_LOW",NO2_HIGH,0.15013648771610555,0.7470892626131953,2.264968550653522,0.08385014229520071,2.649767633444959
"NO2_HIGH, RAIN_LOW",TEMP_LOW,0.15013648771610555,0.6549475474907853,2.1246095226003003,0.0794710378444726,2.0047176567584675
"NO2_HIGH, TEMP_LOW",RAIN_LOW,0.15013648771610555,0.6796116504854369,1.098949538031417,0.013518305970427025,1.190994174160689
RAIN_LOW,"NO2_HIGH, TEMP_LOW",0.15013648771610555,0.24277456647398843,1.098949538031417,0.013518305970427025,1.0288678217433713
TEMP_LOW,"NO2_HIGH, RAIN_LOW",0.15013648771610555,0.48703352308665404,2.1246095226003003,0.0794710378444726,1.5025653054973511
NO2_HIGH,"RAIN_LOW, TEMP_LOW",0.15013648771610555,0.45517241379310347,2.264968550653522,0.08385014229520071,1.4665888930755726
O3_MID,TEMP_MID,0.14981151696347328,0.5499880696731091,1.7966276942654897,0.06642667466050504,1.5419092345315646
TEMP_MID,O3_MID,0.14981151696347328,0.4893842887473461,1.7966276942654897,0.06642667466050504,1.4249649963935678
TEMP_LOW,PM10_HIGH,0.14766670999610035,0.4790217162133671,1.9218326272904476,0.07083030504636618,1.4410340240564103
PM10_HIGH,TEMP_LOW,0.14766670999610035,0.5924380704041721,1.9218326272904473,0.07083030504636618,1.6972457283706908
RAIN_HIGH,HUMIDITY_HIGH,0.14682178603925647,0.4993368700265252,1.8034734934807786,0.06541122659938117,1.4443342748159291
HUMIDITY_HIGH,RAIN_HIGH,0.14682178603925647,0.530281690140845,1.8034734934807783,0.06541122659938117,1.5029570876851965
TEMP_LOW,HUMIDITY_HIGH,0.14675679188873,0.4760699978916298,1.719439668441459,0.06140527035395359,1.3801937584168735
HUMIDITY_HIGH,TEMP_LOW,0.14675679188873,0.5300469483568075,1.7194396684414592,0.06140527035395359,1.4719188260069582
"O3_HIGH, RAIN_LOW",TEMP_HIGH,0.1433770960613545,0.7505954406260633,2.436940588620513,0.08454222059050173,2.774579271494488
"RAIN_LOW, TEMP_HIGH",O3_HIGH,0.1433770960613545,0.7034438775510204,2.5720502614068446,0.08763281368371115,2.449804807889871
"O3_HIGH, TEMP_HIGH",RAIN_LOW,0.1433770960613545,0.7150729335494327,1.1562913458320094,0.019379717218924883,1.3392222174407031
RAIN_LOW,"O3_HIGH, TEMP_HIGH",0.1433770960613545,0.23184445612191276,1.1562913458320097,0.019379717218924883,1.0407957763210258
O3_HIGH,"RAIN_LOW, TEMP_HIGH",0.1433770960613545,0.5242395437262357,2.5720502614068437,0.08763281368371115,1.673485749918871
TEMP_HIGH,"O3_HIGH, RAIN_LOW",0.1433770960613545,0.4654990504325807,2.4369405886205127,0.08454222059050173,1.5135280718537145
NO2_MID,TEMP_MID,0.13460288574028337,0.4096933728981207,1.3383316848005276,0.034027753828686017,1.175452754828473
TEMP_MID,NO2_MID,0.13460288574028337,0.4397027600849257,1.3383316848005276,0.034027753828686017,1.1983899281576973
"PM10_HIGH, RAIN_LOW",NO2_HIGH,0.13330300272975432,0.7052957359009628,2.1382621069107812,0.07096125224980888,2.273990463378716
"NO2_HIGH, RAIN_LOW",PM10_HIGH,0.13330300272975432,0.5815140345903034,2.333031274108581,0.07616574777345822,1.7939608368851139
"NO2_HIGH, PM10_HIGH",RAIN_LOW,0.13330300272975432,0.7455470737913485,1.2055688152762678,0.022730299586958908,1.4996119849213567
RAIN_LOW,"NO2_HIGH, PM10_HIGH",0.13330300272975432,0.21555438780872307,1.205568815276268,0.022730299586958908,1.0468553576426782
PM10_HIGH,"NO2_HIGH, RAIN_LOW",0.13330300272975432,0.5348109517601043,2.333031274108581,0.07616574777345822,1.6568868807412713
NO2_HIGH,"PM10_HIGH, RAIN_LOW",0.13330300272975432,0.40413793103448276,2.1382621069107812,0.07096125224980888,1.3610482232525
TEMP_HIGH,HUMIDITY_LOW,0.1329130378265956,0.43152563832032076,1.5549071361115818,0.04743331061987861,1.270901602523182
HUMIDITY_LOW,TEMP_HIGH,0.1329130378265956,0.47892271662763464,1.554907136111582,0.04743331061987861,1.328004007729192
PM10_LOW,TEMP_MID,0.13258806707396334,0.4872223549080487,1.5915930260329592,0.04928280944510913,1.3531743391348157
TEMP_MID,PM10_LOW,0.13258806707396334,0.43312101910828027,1.5915930260329592,0.04928280944510913,1.2839944966750745
WIND_LOW,NO2_HIGH,0.13206811386975173,0.5894981143022919,1.7871956623950864,0.05817127277471325,1.6325252317397445
NO2_HIGH,WIND_LOW,0.13206811386975173,0.4003940886699508,1.7871956623950864,0.05817127277471325,1.2941252720708967
"NO2_HIGH, TEMP_LOW",PM10_HIGH,0.13200311971922526,0.5975286849073257,2.3972819676620896,0.07693945949908054,1.8653439501848341
"PM10_HIGH, TEMP_LOW",NO2_HIGH,0.13200311971922526,0.8939260563380281,2.7101372025254977,0.08329594740476996,6.317806833069669
"NO2_HIGH, PM10_HIGH",TEMP_LOW,0.13200311971922526,0.7382769901853872,2.3949251045735545,0.07688527095345768,2.6429955262359726
TEMP_LOW,"NO2_HIGH, PM10_HIGH",0.13200311971922526,0.4282099936748893,2.394925104573554,0.07688527095345768,1.4361935025405237
NO2_HIGH,"PM10_HIGH, TEMP_LOW",0.13200311971922526,0.4001970443349754,2.710137202525498,0.08329594740476996,1.4210221572831114
PM10_HIGH,"NO2_HIGH, TEMP_LOW",0.13200311971922526,0.5295958279009126,2.397281967662089,0.07693945949908054,1.6562031728674353
O3_LOW,PM10_HIGH,0.13174314311711946,0.4804456032235127,1.9275452545494045,0.06339551661850498,1.4449833114472252
PM10_HIGH,O3_LOW,0.13174314311711946,0.5285528031290743,1.9275452545494043,0.06339551661850498,1.5394930413121226
RAIN_LOW,WIND_HIGH,0.12940335369816716,0.2092485549132948,0.9359006586906843,-0.008862767280101158,0.981876324113286
WIND_HIGH,RAIN_LOW,0.12940335369816716,0.5787790697674419,0.9359006586906842,-0.008862767280101158,0.9058919686876213
"O3_LOW, RAIN_LOW",NO2_HIGH,0.12868841804237618,0.8198757763975155,2.4856371814092952,0.07691560944228396,3.7205139468482322
"NO2_HIGH, RAIN_LOW",O3_LOW,0.12868841804237618,0.5613836121349589,2.047273822305873,0.0658299881439112,1.6547254024448725
"NO2_HIGH, O3_LOW",RAIN_LOW,0.12868841804237618,0.6489675516224189,1.049397241120603,0.006057622953801564,1.0870238905389271
RAIN_LOW,"NO2_HIGH, O3_LOW",0.12868841804237618,0.20809248554913296,1.049397241120603,0.006057622953801564,1.0123692882239137
O3_LOW,"NO2_HIGH, RAIN_LOW",0.12868841804237618,0.46930552263569564,2.047273822305873,0.0658299881439112,1.452371682707556
NO2_HIGH,"O3_LOW, RAIN_LOW",0.12868841804237618,0.3901477832512315,2.4856371814092952,0.07691560944228396,1.3823662574730147
NO2_HIGH,HUMIDITY_HIGH,0.12836344728974391,0.38916256157635465,1.4055528573741296,0.037037499200140225,1.183825471836567
HUMIDITY_HIGH,NO2_HIGH,0.12836344728974391,0.4636150234741783,1.4055528573741296,0.037037499200140225,1.249391230938012
"NO2_LOW, O3_HIGH",TEMP_HIGH,0.12803847653711167,0.746494884425919,2.423627409111034,0.07520920250935378,2.7296992373825386
"O3_HIGH, TEMP_HIGH",NO2_LOW,0.12803847653711167,0.6385737439222043,1.9321721974409116,0.061771879436349236,1.852396535432888
"NO2_LOW, TEMP_HIGH",O3_HIGH,0.12803847653711167,0.6956214689265537,2.5434486504049327,0.07769797663485213,2.386845787127419
O3_HIGH,"NO2_LOW, TEMP_HIGH",0.12803847653711167,0.46815589353612175,2.5434486504049327,0.07769797663485213,1.5341649099659675
NO2_LOW,"O3_HIGH, TEMP_HIGH",0.12803847653711167,0.3874139626352016,1.9321721974409114,0.061771879436349236,1.3051114404519002
TEMP_HIGH,"NO2_LOW, O3_HIGH",0.12803847653711167,0.4156995146655413,2.4236274091110337,0.07520920250935378,1.417901332542043
PM10_LOW,RAIN_LOW,0.12725854673079423,0.46763792691664674,0.7561825689479271,-0.04103222319246436,0.7167690506777673
RAIN_LOW,PM10_LOW,0.12725854673079423,0.20578034682080926,0.7561825689479272,-0.04103222319246436,0.916458675924407
RAIN_LOW,RADIATION_HIGH,0.12589366956973871,0.20357330530740933,1.2149646530100078,0.02227446611567599,1.0452249849110307
RADIATION_HIGH,RAIN_LOW,0.12589366956973871,0.7513576415826221,1.2149646530100076,0.02227446611567599,1.5346566858904687
NO2_LOW,RAIN_HIGH,0.12543871051605354,0.3795476892822025,1.2908312880848734,0.028262021607188312,1.137825503787068
RAIN_HIGH,NO2_LOW,0.12543871051605354,0.42661361626878863,1.2908312880848736,0.028262021607188312,1.1676327927710868
O3_HIGH,HUMIDITY_LOW,0.12491875731184193,0.45674904942965777,1.6457941158137503,0.04901694425299721,1.3299101943467257
HUMIDITY_LOW,O3_HIGH,0.12491875731184193,0.45011709601873534,1.6457941158137506,0.04901694425299721,1.3211987667276894
PM10_LOW,RAIN_HIGH,0.12446379825815676,0.45736804394554575,1.5554961812878352,0.04444830239553754,1.3010042168387943
RAIN_HIGH,PM10_LOW,0.12446379825815676,0.4232979664014147,1.5554961812878354,0.04444830239553754,1.262124024782576
"O3_LOW, RAIN_LOW",TEMP_LOW,0.12296893279604836,0.7834368530020704,2.5414209193105326,0.074583035024573,3.1941387703404978
"RAIN_LOW, TEMP_LOW",O3_LOW,0.12296893279604836,0.6119016817593791,2.2315049242829597,0.06786310199195032,1.87011807270679
"O3_LOW, TEMP_LOW",RAIN_LOW,0.12296893279604836,0.6223684210526316,1.006385762093094,0.0007802677454856327,1.0104574908815698
O3_LOW,"RAIN_LOW, TEMP_LOW",0.12296893279604836,0.4484474994074425,2.2315049242829597,0.06786310199195032,1.4487072141160928
TEMP_LOW,"O3_LOW, RAIN_LOW",0.12296893279604836,0.39890364748049756,2.541420919310532,0.074583035024573,1.4025024822476604
NO2_MID,O3_MID,0.12270895619394255,0.3734915924826904,1.3711624056164817,0.033216306970693193,1.1613723078784608
O3_MID,NO2_MID,0.12270895619394255,0.4504891434025292,1.3711624056164815,0.033216306970693193,1.2219131997616524
NO2_LOW,HUMIDITY_LOW,0.11965423111919928,0.36204523107177977,1.3045498654029046,0.02793352783872745,1.1324862081771458
HUMIDITY_LOW,NO2_LOW,0.11965423111919928,0.4311475409836066,1.3045498654029049,0.02793352783872745,1.176939176338683
RAIN_HIGH,TEMP_MID,0.1190692837644612,0.40495137046861185,1.3228411435307987,0.029059017341500487,1.1660854534978924
TEMP_MID,RAIN_HIGH,0.1190692837644612,0.38895966029723994,1.3228411435307987,0.029059017341500487,1.155351647260711
RADIATION_LOW,HUMIDITY_HIGH,0.11867931886130248,0.7077519379844961,2.556213924373112,0.07225154623643991,2.47435317028364
HUMIDITY_HIGH,RADIATION_LOW,0.11867931886130248,0.42863849765258216,2.556213924373112,0.07225154623643991,1.456722387179073
TEMP_HIGH,RADIATION_HIGH,0.11828935395814377,0.38404726735598227,2.29206798120215,0.06668121889048184,1.3514755854227316
RADIATION_HIGH,TEMP_HIGH,0.11828935395814377,0.7059736229635376,2.2920679812021505,0.06668121889048184,2.353505585552709
TEMP_LOW,WIND_LOW,0.11815936565709086,0.38330170777988615,1.7109022558460483,0.04909676126028939,1.2582573568378845
WIND_LOW,TEMP_LOW,0.11815936565709086,0.5274151436031331,1.7109022558460483,0.04909676126028939,1.4637217733276933
WIND_LOW,HUMIDITY_HIGH,0.11815936565709086,0.5274151436031331,1.9048848355581705,0.05612970199898959,1.5301483087516599
HUMIDITY_HIGH,WIND_LOW,0.11815936565709086,0.4267605633802817,1.9048848355581707,0.05612970199898959,1.3536493017839697
O3_LOW,WIND_LOW,0.11724944754972053,0.42758947617918935,1.9085847637055433,0.05581678300194371,1.3556095334442675
WIND_LOW,O3_LOW,0.11724944754972053,0.5233536408471134,1.9085847637055433,0.05581678300194371,1.5227005619402958
NO2_LOW,WIND_HIGH,0.11698947094761472,0.35398230088495575,1.5832475818069562,0.04309738212212923,1.2018558055802375
WIND_HIGH,NO2_LOW,0.11698947094761472,0.5232558139534884,1.5832475818069562,0.04309738212212923,1.4043270252018785
"O3_LOW, PM10_HIGH",NO2_HIGH,0.11666450019498245,0.8855451406018747,2.6847285779902355,0.07320964179647854,5.855187709830256
"NO2_HIGH, O3_LOW",PM10_HIGH,0.11666450019498245,0.5883316945263848,2.3603836902171986,0.06723842566374927,1.8236707143809285
"NO2_HIGH, PM10_HIGH",O3_LOW,0.11666450019498245,0.6524900036350418,2.3795238672502377,0.06763599419819277,2.08854331248263
O3_LOW,"NO2_HIGH, PM10_HIGH",0.11666450019498245,0.425456269258118,2.3795238672502377,0.06763599419819277,1.4293099862761527
PM10_HIGH,"NO2_HIGH, O3_LOW",0.11666450019498245,0.4680573663624511,2.3603836902171986,0.06723842566374927,1.5071227535600227
NO2_HIGH,"O3_LOW, PM10_HIGH",0.11666450019498245,0.3536945812807882,2.6847285779902355,0.07320964179647854,1.3434157160611642
O3_HIGH,RADIATION_HIGH,0.11614454699077083,0.42466730038022815,2.5344961534717574,0.07031904955149643,1.4468933896734093
RADIATION_HIGH,O3_HIGH,0.11614454699077083,0.6931730023273855,2.5344961534717574,0.07031904955149643,2.3677988576476916
O3_LOW,RADIATION_LOW,0.11581957623813857,0.4223749703721261,2.5188609667230746,0.06983864367844486,1.4409262911926766
RADIATION_LOW,O3_LOW,0.11581957623813857,0.6906976744186046,2.5188609667230746,0.06983864367844486,2.3465380596949283
TEMP_LOW,RADIATION_LOW,0.1153646171844534,0.374235715791693,2.2317793500662746,0.06367285062113812,1.3300776548709
RADIATION_LOW,TEMP_LOW,0.1153646171844534,0.687984496124031,2.231779350066275,0.06367285062113812,2.216981962306622
RADIATION_MID,RAIN_LOW,0.1151046405823476,0.691796875,1.1186533598265895,0.012208922645031622,1.2380817285379675
TEMP_HIGH,HUMIDITY_MID,0.11497465228129468,0.37328550327073223,1.354249175506599,0.030075466547410196,1.155805093703183
HUMIDITY_MID,TEMP_HIGH,0.11497465228129468,0.41711860410280593,1.354249175506599,0.030075466547410196,1.1871930130657171
PM10_LOW,PM25_LOW,0.1139997400233979,0.4189156914258419,2.8369000124463044,0.07381512317992511,1.4667979799614992
PM25_LOW,PM10_LOW,0.1139997400233979,0.7720070422535211,2.8369000124463044,0.07381512317992511,3.1925086587766947
"O3_LOW, TEMP_LOW",PM10_HIGH,0.11360977512023918,0.575,2.306897001303781,0.064361900136644,1.7664645476024803
"O3_LOW, PM10_HIGH",TEMP_LOW,0.11360977512023918,0.8623581647755303,2.7974367959595847,0.0729976779016965,5.0255995419193615
"PM10_HIGH, TEMP_LOW",O3_LOW,0.11360977512023918,0.7693661971830986,2.805752147394917,0.07311803916069495,3.14693540176804
O3_LOW,"PM10_HIGH, TEMP_LOW",0.11360977512023918,0.414316188670301,2.805752147394917,0.07311803916069495,1.4552788953971887
TEMP_LOW,"O3_LOW, PM10_HIGH",0.11360977512023918,0.36854311617119967,2.7974367959595847,0.0729976779016965,1.3750057670101843
PM10_HIGH,"O3_LOW, TEMP_LOW",0.11360977512023918,0.4558018252933507,2.306897001303781,0.064361900136644,1.4744955416877836
"NO2_LOW, RAIN_LOW",TEMP_HIGH,0.11354478096971272,0.6336597751178817,2.05728830976234,0.05835330370767086,1.888934584996261
"RAIN_LOW, TEMP_HIGH",NO2_LOW,0.11354478096971272,0.5570790816326531,1.6855887413962636,0.04618269069159571,1.5115672274880432
"NO2_LOW, TEMP_HIGH",RAIN_LOW,0.11354478096971272,0.6168785310734464,0.9975084686385755,-0.00028360699844307,0.9959782697898203
NO2_LOW,"RAIN_LOW, TEMP_HIGH",0.11354478096971272,0.3435594886922321,1.6855887413962636,0.04618269069159571,1.2128720428342996
TEMP_HIGH,"NO2_LOW, RAIN_LOW",0.11354478096971272,0.3686431736653302,2.0572883097623396,0.05835330370767086,1.300074843197267
"O3_LOW, TEMP_LOW",HUMIDITY_HIGH,0.11191992720655142,0.5664473684210526,2.0458589696071163,0.05721433465632575,1.6679057306693688
"HUMIDITY_HIGH, O3_LOW",TEMP_LOW,0.11191992720655142,0.7441659464131374,2.414028516026256,0.0655576218470508,2.7038337326667623
"HUMIDITY_HIGH, TEMP_LOW",O3_LOW,0.11191992720655142,0.7626217891939769,2.781156399274361,0.07167770018337763,3.0575244310101644
O3_LOW,"HUMIDITY_HIGH, TEMP_LOW",0.11191992720655142,0.40815359089831715,2.7811563992743613,0.07167770018337763,1.4416632338892463
TEMP_LOW,"HUMIDITY_HIGH, O3_LOW",0.11191992720655142,0.3630613535736875,2.414028516026256,0.0655576218470508,1.3338859879969291
HUMIDITY_HIGH,"O3_LOW, TEMP_LOW",0.11191992720655142,0.4042253521126761,2.0458589696071163,0.05721433465632575,1.346847814429562
"RAIN_LOW, TEMP_HIGH",HUMIDITY_LOW,0.11068503834654882,0.5430484693877551,1.9567549765807961,0.05411942861448202,1.581075735284313
"HUMIDITY_LOW, RAIN_LOW",TEMP_HIGH,0.11068503834654882,0.46580962800875275,1.5123331792662313,0.037496775426699325,1.2954047038992296
"HUMIDITY_LOW, TEMP_HIGH",RAIN_LOW,0.11068503834654882,0.832762836185819,1.3465989487708891,0.028489044916153825,2.2816738160232237
TEMP_HIGH,"HUMIDITY_LOW, RAIN_LOW",0.11068503834654882,0.35935851445452627,1.5123331792662313,0.037496775426699325,1.1900281247415005
HUMIDITY_LOW,"RAIN_LOW, TEMP_HIGH",0.11068503834654882,0.3988290398126464,1.9567549765807963,0.05411942861448202,1.3243792476285239
PM10_HIGH,PM25_HIGH,0.11049005589496945,0.44328552803129073,3.3124774814421754,0.07713434056890943,1.5558730510506982
PM25_HIGH,PM10_HIGH,0.11049005589496945,0.825643516270034,3.3124774814421754,0.07713434056890943,4.305818841206797
"O3_HIGH, RAIN_LOW",HUMIDITY_LOW,0.10925516703496685,0.5719632528070773,2.060942999458944,0.05624294541425757,1.6878807298440122
"HUMIDITY_LOW, RAIN_LOW",O3_HIGH,0.10925516703496685,0.4597921225382932,1.6811695811250429,0.044267572528377555,1.3448612004666418
"HUMIDITY_LOW, O3_HIGH",RAIN_LOW,0.10925516703496685,0.8746097814776275,1.4142665368171072,0.03200299130234134,3.0431453285386882
O3_HIGH,"HUMIDITY_LOW, RAIN_LOW",0.10925516703496685,0.3994771863117871,1.6811695811250427,0.044267572528377555,1.2695294305190412
HUMIDITY_LOW,"O3_HIGH, RAIN_LOW",0.10925516703496685,0.3936768149882904,2.060942999458944,0.05624294541425757,1.3342425485298441
TEMP_HIGH,PM10_MID,0.10912517873391395,0.3542941548849968,1.4133186069641073,0.031913162847190896,1.1604627201198952
PM10_MID,TEMP_HIGH,0.10912517873391395,0.43531241897848066,1.4133186069641073,0.031913162847190896,1.2254434910775387
PM10_LOW,O3_MID,0.10802027817496425,0.3969429185574397,1.457256918378613,0.03389451708737869,1.2065350653094686
O3_MID,PM10_LOW,0.10802027817496425,0.39656406585540444,1.457256918378613,0.03389451708737869,1.206208398539505
"O3_HIGH, RAIN_LOW",NO2_LOW,0.10743533082022617,0.5624362027900647,1.701798115266064,0.04430485144287098,1.5300734403577085
"NO2_LOW, RAIN_LOW",O3_HIGH,0.10743533082022617,0.5995647442872688,2.1922298373583455,0.058428000936564604,1.8142873391394776
"NO2_LOW, O3_HIGH",RAIN_LOW,0.10743533082022617,0.6263736263736264,1.012862282226444,0.0013643153371883376,1.0212894074827383
O3_HIGH,"NO2_LOW, RAIN_LOW",0.10743533082022617,0.3928231939163498,2.192229837358345,0.058428000936564604,1.351848619338545
NO2_LOW,"O3_HIGH, RAIN_LOW",0.10743533082022617,0.3250737463126844,1.701798115266064,0.04430485144287098,1.1986230898310062
"O3_LOW, RAIN_LOW, TEMP_LOW",NO2_HIGH,0.10704536591706747,0.870507399577167,2.6391382955456733,0.06648463967633268,5.175235371673694
"NO2_HIGH, O3_LOW, RAIN_LOW",TEMP_LOW,0.10704536591706747,0.8318181818181818,2.698366971422,0.06737494041498829,4.113005505180209
"NO2_HIGH, RAIN_LOW, TEMP_LOW",O3_LOW,0.10704536591706747,0.712987012987013,2.6001465233036694,0.06587639141594637,2.5287694695712677
"NO2_HIGH, O3_LOW, TEMP_LOW",RAIN_LOW,0.10704536591706747,0.6588,1.065296563321072,0.006561266368907331,1.118348938279025
"O3_LOW, RAIN_LOW","NO2_HIGH, TEMP_LOW",0.10704536591706747,0.6819875776397516,3.0871023446793813,0.07237033607830617,2.4498567589854416
"RAIN_LOW, TEMP_LOW","NO2_HIGH, O3_LOW",0.10704536591706747,0.5326649417852523,2.6861956061317245,0.0671951905714161,1.7154776485341232
"NO2_HIGH, RAIN_LOW","O3_LOW, TEMP_LOW",0.10704536591706747,0.46696909554862487,2.3634166131944547,0.061752730958230403,1.505386977937943
"O3_LOW, TEMP_LOW","NO2_HIGH, RAIN_LOW",0.10704536591706747,0.5417763157894737,2.363416613194455,0.061752730958230403,1.6820728776190474
